Input,Output,model,dataset
176,1,bigscience/bloomz-560m,squad
174,1,bigscience/bloomz-560m,squad
175,1,bigscience/bloomz-560m,squad
176,1,bigscience/bloomz-560m,squad
183,1,bigscience/bloomz-560m,squad
173,2,bigscience/bloomz-560m,squad
182,1,bigscience/bloomz-560m,squad
178,1,bigscience/bloomz-560m,squad
172,2,bigscience/bloomz-560m,squad
177,1,bigscience/bloomz-560m,squad
176,1,bigscience/bloomz-560m,squad
173,2,bigscience/bloomz-560m,squad
173,1,bigscience/bloomz-560m,squad
175,1,bigscience/bloomz-560m,squad
174,1,bigscience/bloomz-560m,squad
178,2,bigscience/bloomz-560m,squad
176,3,bigscience/bloomz-560m,squad
176,1,bigscience/bloomz-560m,squad
137,1,bigscience/bloomz-560m,squad
135,1,bigscience/bloomz-560m,squad
137,2,bigscience/bloomz-560m,squad
135,1,bigscience/bloomz-560m,squad
135,1,bigscience/bloomz-560m,squad
136,1,bigscience/bloomz-560m,squad
137,1,bigscience/bloomz-560m,squad
140,1,bigscience/bloomz-560m,squad
137,2,bigscience/bloomz-560m,squad
135,2,bigscience/bloomz-560m,squad
139,1,bigscience/bloomz-560m,squad
139,2,bigscience/bloomz-560m,squad
138,2,bigscience/bloomz-560m,squad
138,2,bigscience/bloomz-560m,squad
81,2,bigscience/bloomz-560m,squad
79,2,bigscience/bloomz-560m,squad
81,1,bigscience/bloomz-560m,squad
82,1,bigscience/bloomz-560m,squad
83,1,bigscience/bloomz-560m,squad
85,2,bigscience/bloomz-560m,squad
86,1,bigscience/bloomz-560m,squad
85,1,bigscience/bloomz-560m,squad
77,2,bigscience/bloomz-560m,squad
80,2,bigscience/bloomz-560m,squad
81,1,bigscience/bloomz-560m,squad
78,2,bigscience/bloomz-560m,squad
79,1,bigscience/bloomz-560m,squad
79,2,bigscience/bloomz-560m,squad
81,1,bigscience/bloomz-560m,squad
95,2,bigscience/bloomz-560m,squad
103,1,bigscience/bloomz-560m,squad
91,3,bigscience/bloomz-560m,squad
96,1,bigscience/bloomz-560m,squad
105,2,bigscience/bloomz-560m,squad
98,1,bigscience/bloomz-560m,squad
99,1,bigscience/bloomz-560m,squad
91,3,bigscience/bloomz-560m,squad
104,1,bigscience/bloomz-560m,squad
97,1,bigscience/bloomz-560m,squad
95,2,bigscience/bloomz-560m,squad
102,1,bigscience/bloomz-560m,squad
96,2,bigscience/bloomz-560m,squad
97,2,bigscience/bloomz-560m,squad
96,2,bigscience/bloomz-560m,squad
101,1,bigscience/bloomz-560m,squad
76,2,bigscience/bloomz-560m,squad
76,2,bigscience/bloomz-560m,squad
78,1,bigscience/bloomz-560m,squad
76,1,bigscience/bloomz-560m,squad
83,2,bigscience/bloomz-560m,squad
78,1,bigscience/bloomz-560m,squad
76,1,bigscience/bloomz-560m,squad
82,2,bigscience/bloomz-560m,squad
77,1,bigscience/bloomz-560m,squad
76,2,bigscience/bloomz-560m,squad
86,1,bigscience/bloomz-560m,squad
76,2,bigscience/bloomz-560m,squad
89,1,bigscience/bloomz-560m,squad
93,2,bigscience/bloomz-560m,squad
89,1,bigscience/bloomz-560m,squad
88,9,bigscience/bloomz-560m,squad
87,1,bigscience/bloomz-560m,squad
86,1,bigscience/bloomz-560m,squad
85,2,bigscience/bloomz-560m,squad
87,1,bigscience/bloomz-560m,squad
92,2,bigscience/bloomz-560m,squad
95,1,bigscience/bloomz-560m,squad
88,1,bigscience/bloomz-560m,squad
88,2,bigscience/bloomz-560m,squad
91,2,bigscience/bloomz-560m,squad
87,3,bigscience/bloomz-560m,squad
92,2,bigscience/bloomz-560m,squad
87,1,bigscience/bloomz-560m,squad
91,2,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
112,1,bigscience/bloomz-560m,squad
110,1,bigscience/bloomz-560m,squad
113,5,bigscience/bloomz-560m,squad
112,1,bigscience/bloomz-560m,squad
116,1,bigscience/bloomz-560m,squad
116,1,bigscience/bloomz-560m,squad
110,1,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
113,1,bigscience/bloomz-560m,squad
110,1,bigscience/bloomz-560m,squad
115,5,bigscience/bloomz-560m,squad
66,1,bigscience/bloomz-560m,squad
69,2,bigscience/bloomz-560m,squad
68,1,bigscience/bloomz-560m,squad
68,1,bigscience/bloomz-560m,squad
69,2,bigscience/bloomz-560m,squad
69,1,bigscience/bloomz-560m,squad
70,1,bigscience/bloomz-560m,squad
69,1,bigscience/bloomz-560m,squad
69,1,bigscience/bloomz-560m,squad
178,2,bigscience/bloomz-560m,squad
178,2,bigscience/bloomz-560m,squad
171,2,bigscience/bloomz-560m,squad
170,2,bigscience/bloomz-560m,squad
169,1,bigscience/bloomz-560m,squad
177,2,bigscience/bloomz-560m,squad
172,1,bigscience/bloomz-560m,squad
176,2,bigscience/bloomz-560m,squad
179,2,bigscience/bloomz-560m,squad
179,1,bigscience/bloomz-560m,squad
171,2,bigscience/bloomz-560m,squad
183,1,bigscience/bloomz-560m,squad
184,2,bigscience/bloomz-560m,squad
173,2,bigscience/bloomz-560m,squad
200,1,bigscience/bloomz-560m,squad
198,1,bigscience/bloomz-560m,squad
195,1,bigscience/bloomz-560m,squad
200,1,bigscience/bloomz-560m,squad
198,3,bigscience/bloomz-560m,squad
202,3,bigscience/bloomz-560m,squad
198,1,bigscience/bloomz-560m,squad
200,1,bigscience/bloomz-560m,squad
199,1,bigscience/bloomz-560m,squad
199,1,bigscience/bloomz-560m,squad
205,1,bigscience/bloomz-560m,squad
201,3,bigscience/bloomz-560m,squad
204,1,bigscience/bloomz-560m,squad
195,1,bigscience/bloomz-560m,squad
202,1,bigscience/bloomz-560m,squad
48,2,bigscience/bloomz-560m,squad
48,2,bigscience/bloomz-560m,squad
48,2,bigscience/bloomz-560m,squad
48,3,bigscience/bloomz-560m,squad
52,3,bigscience/bloomz-560m,squad
57,3,bigscience/bloomz-560m,squad
50,2,bigscience/bloomz-560m,squad
50,2,bigscience/bloomz-560m,squad
49,2,bigscience/bloomz-560m,squad
51,3,bigscience/bloomz-560m,squad
49,2,bigscience/bloomz-560m,squad
50,3,bigscience/bloomz-560m,squad
52,3,bigscience/bloomz-560m,squad
47,3,bigscience/bloomz-560m,squad
49,2,bigscience/bloomz-560m,squad
50,2,bigscience/bloomz-560m,squad
159,3,bigscience/bloomz-560m,squad
153,3,bigscience/bloomz-560m,squad
153,2,bigscience/bloomz-560m,squad
155,3,bigscience/bloomz-560m,squad
153,2,bigscience/bloomz-560m,squad
164,1,bigscience/bloomz-560m,squad
159,1,bigscience/bloomz-560m,squad
162,1,bigscience/bloomz-560m,squad
155,1,bigscience/bloomz-560m,squad
161,3,bigscience/bloomz-560m,squad
154,2,bigscience/bloomz-560m,squad
150,1,bigscience/bloomz-560m,squad
153,1,bigscience/bloomz-560m,squad
156,3,bigscience/bloomz-560m,squad
158,1,bigscience/bloomz-560m,squad
155,1,bigscience/bloomz-560m,squad
109,1,bigscience/bloomz-560m,squad
109,1,bigscience/bloomz-560m,squad
107,2,bigscience/bloomz-560m,squad
121,1,bigscience/bloomz-560m,squad
117,1,bigscience/bloomz-560m,squad
110,3,bigscience/bloomz-560m,squad
117,2,bigscience/bloomz-560m,squad
111,2,bigscience/bloomz-560m,squad
113,1,bigscience/bloomz-560m,squad
129,2,bigscience/bloomz-560m,squad
128,2,bigscience/bloomz-560m,squad
127,2,bigscience/bloomz-560m,squad
128,2,bigscience/bloomz-560m,squad
128,2,bigscience/bloomz-560m,squad
147,2,bigscience/bloomz-560m,squad
132,2,bigscience/bloomz-560m,squad
132,2,bigscience/bloomz-560m,squad
153,2,bigscience/bloomz-560m,squad
130,2,bigscience/bloomz-560m,squad
130,3,bigscience/bloomz-560m,squad
127,2,bigscience/bloomz-560m,squad
131,2,bigscience/bloomz-560m,squad
137,2,bigscience/bloomz-560m,squad
131,2,bigscience/bloomz-560m,squad
133,2,bigscience/bloomz-560m,squad
126,3,bigscience/bloomz-560m,squad
101,3,bigscience/bloomz-560m,squad
105,2,bigscience/bloomz-560m,squad
105,2,bigscience/bloomz-560m,squad
114,2,bigscience/bloomz-560m,squad
100,4,bigscience/bloomz-560m,squad
107,2,bigscience/bloomz-560m,squad
109,2,bigscience/bloomz-560m,squad
105,3,bigscience/bloomz-560m,squad
109,3,bigscience/bloomz-560m,squad
109,2,bigscience/bloomz-560m,squad
112,2,bigscience/bloomz-560m,squad
85,3,bigscience/bloomz-560m,squad
88,2,bigscience/bloomz-560m,squad
83,2,bigscience/bloomz-560m,squad
83,2,bigscience/bloomz-560m,squad
88,3,bigscience/bloomz-560m,squad
95,1,bigscience/bloomz-560m,squad
90,1,bigscience/bloomz-560m,squad
89,4,bigscience/bloomz-560m,squad
93,2,bigscience/bloomz-560m,squad
87,2,bigscience/bloomz-560m,squad
84,2,bigscience/bloomz-560m,squad
85,4,bigscience/bloomz-560m,squad
85,2,bigscience/bloomz-560m,squad
83,3,bigscience/bloomz-560m,squad
86,2,bigscience/bloomz-560m,squad
85,4,bigscience/bloomz-560m,squad
88,2,bigscience/bloomz-560m,squad
89,3,bigscience/bloomz-560m,squad
84,3,bigscience/bloomz-560m,squad
91,2,bigscience/bloomz-560m,squad
87,2,bigscience/bloomz-560m,squad
85,1,bigscience/bloomz-560m,squad
85,1,bigscience/bloomz-560m,squad
85,1,bigscience/bloomz-560m,squad
104,1,bigscience/bloomz-560m,squad
84,2,bigscience/bloomz-560m,squad
84,1,bigscience/bloomz-560m,squad
94,2,bigscience/bloomz-560m,squad
94,2,bigscience/bloomz-560m,squad
89,2,bigscience/bloomz-560m,squad
84,1,bigscience/bloomz-560m,squad
79,2,bigscience/bloomz-560m,squad
85,1,bigscience/bloomz-560m,squad
85,2,bigscience/bloomz-560m,squad
83,6,bigscience/bloomz-560m,squad
79,1,bigscience/bloomz-560m,squad
84,2,bigscience/bloomz-560m,squad
83,1,bigscience/bloomz-560m,squad
85,6,bigscience/bloomz-560m,squad
79,2,bigscience/bloomz-560m,squad
83,1,bigscience/bloomz-560m,squad
80,2,bigscience/bloomz-560m,squad
71,3,bigscience/bloomz-560m,squad
73,3,bigscience/bloomz-560m,squad
87,1,bigscience/bloomz-560m,squad
76,1,bigscience/bloomz-560m,squad
74,3,bigscience/bloomz-560m,squad
80,1,bigscience/bloomz-560m,squad
77,3,bigscience/bloomz-560m,squad
132,1,bigscience/bloomz-560m,squad
134,2,bigscience/bloomz-560m,squad
128,2,bigscience/bloomz-560m,squad
128,1,bigscience/bloomz-560m,squad
134,1,bigscience/bloomz-560m,squad
140,1,bigscience/bloomz-560m,squad
133,3,bigscience/bloomz-560m,squad
136,1,bigscience/bloomz-560m,squad
131,1,bigscience/bloomz-560m,squad
131,2,bigscience/bloomz-560m,squad
128,1,bigscience/bloomz-560m,squad
130,1,bigscience/bloomz-560m,squad
127,1,bigscience/bloomz-560m,squad
129,2,bigscience/bloomz-560m,squad
129,2,bigscience/bloomz-560m,squad
129,1,bigscience/bloomz-560m,squad
130,1,bigscience/bloomz-560m,squad
139,1,bigscience/bloomz-560m,squad
140,2,bigscience/bloomz-560m,squad
139,2,bigscience/bloomz-560m,squad
146,3,bigscience/bloomz-560m,squad
141,1,bigscience/bloomz-560m,squad
141,1,bigscience/bloomz-560m,squad
148,3,bigscience/bloomz-560m,squad
140,2,bigscience/bloomz-560m,squad
142,1,bigscience/bloomz-560m,squad
142,5,bigscience/bloomz-560m,squad
143,2,bigscience/bloomz-560m,squad
86,3,bigscience/bloomz-560m,squad
81,1,bigscience/bloomz-560m,squad
77,1,bigscience/bloomz-560m,squad
81,1,bigscience/bloomz-560m,squad
80,1,bigscience/bloomz-560m,squad
87,1,bigscience/bloomz-560m,squad
81,2,bigscience/bloomz-560m,squad
86,2,bigscience/bloomz-560m,squad
84,1,bigscience/bloomz-560m,squad
81,2,bigscience/bloomz-560m,squad
86,3,bigscience/bloomz-560m,squad
89,2,bigscience/bloomz-560m,squad
87,2,bigscience/bloomz-560m,squad
83,2,bigscience/bloomz-560m,squad
83,6,bigscience/bloomz-560m,squad
81,6,bigscience/bloomz-560m,squad
85,6,bigscience/bloomz-560m,squad
89,6,bigscience/bloomz-560m,squad
79,6,bigscience/bloomz-560m,squad
80,9,bigscience/bloomz-560m,squad
82,6,bigscience/bloomz-560m,squad
189,1,bigscience/bloomz-560m,squad
190,2,bigscience/bloomz-560m,squad
185,1,bigscience/bloomz-560m,squad
188,1,bigscience/bloomz-560m,squad
194,1,bigscience/bloomz-560m,squad
193,1,bigscience/bloomz-560m,squad
198,1,bigscience/bloomz-560m,squad
191,1,bigscience/bloomz-560m,squad
185,1,bigscience/bloomz-560m,squad
189,2,bigscience/bloomz-560m,squad
191,1,bigscience/bloomz-560m,squad
192,1,bigscience/bloomz-560m,squad
198,1,bigscience/bloomz-560m,squad
186,4,bigscience/bloomz-560m,squad
62,4,bigscience/bloomz-560m,squad
63,3,bigscience/bloomz-560m,squad
60,1,bigscience/bloomz-560m,squad
64,1,bigscience/bloomz-560m,squad
68,1,bigscience/bloomz-560m,squad
68,1,bigscience/bloomz-560m,squad
62,1,bigscience/bloomz-560m,squad
67,3,bigscience/bloomz-560m,squad
61,1,bigscience/bloomz-560m,squad
64,1,bigscience/bloomz-560m,squad
64,3,bigscience/bloomz-560m,squad
109,4,bigscience/bloomz-560m,squad
110,1,bigscience/bloomz-560m,squad
114,5,bigscience/bloomz-560m,squad
118,1,bigscience/bloomz-560m,squad
115,1,bigscience/bloomz-560m,squad
118,3,bigscience/bloomz-560m,squad
114,4,bigscience/bloomz-560m,squad
123,5,bigscience/bloomz-560m,squad
119,1,bigscience/bloomz-560m,squad
118,3,bigscience/bloomz-560m,squad
117,3,bigscience/bloomz-560m,squad
59,2,bigscience/bloomz-560m,squad
58,2,bigscience/bloomz-560m,squad
59,2,bigscience/bloomz-560m,squad
66,2,bigscience/bloomz-560m,squad
60,2,bigscience/bloomz-560m,squad
62,1,bigscience/bloomz-560m,squad
61,2,bigscience/bloomz-560m,squad
62,2,bigscience/bloomz-560m,squad
60,2,bigscience/bloomz-560m,squad
57,2,bigscience/bloomz-560m,squad
63,2,bigscience/bloomz-560m,squad
59,2,bigscience/bloomz-560m,squad
59,2,bigscience/bloomz-560m,squad
57,3,bigscience/bloomz-560m,squad
60,2,bigscience/bloomz-560m,squad
175,1,bigscience/bloomz-560m,squad
171,2,bigscience/bloomz-560m,squad
175,2,bigscience/bloomz-560m,squad
169,3,bigscience/bloomz-560m,squad
170,2,bigscience/bloomz-560m,squad
172,2,bigscience/bloomz-560m,squad
172,2,bigscience/bloomz-560m,squad
171,1,bigscience/bloomz-560m,squad
169,2,bigscience/bloomz-560m,squad
173,3,bigscience/bloomz-560m,squad
175,1,bigscience/bloomz-560m,squad
59,9,bigscience/bloomz-560m,squad
59,3,bigscience/bloomz-560m,squad
60,2,bigscience/bloomz-560m,squad
56,4,bigscience/bloomz-560m,squad
57,2,bigscience/bloomz-560m,squad
107,2,bigscience/bloomz-560m,squad
106,2,bigscience/bloomz-560m,squad
107,2,bigscience/bloomz-560m,squad
104,1,bigscience/bloomz-560m,squad
105,2,bigscience/bloomz-560m,squad
111,1,bigscience/bloomz-560m,squad
106,2,bigscience/bloomz-560m,squad
102,2,bigscience/bloomz-560m,squad
112,1,bigscience/bloomz-560m,squad
108,1,bigscience/bloomz-560m,squad
107,2,bigscience/bloomz-560m,squad
105,2,bigscience/bloomz-560m,squad
103,2,bigscience/bloomz-560m,squad
43,1,bigscience/bloomz-560m,squad
41,2,bigscience/bloomz-560m,squad
42,1,bigscience/bloomz-560m,squad
41,3,bigscience/bloomz-560m,squad
46,3,bigscience/bloomz-560m,squad
41,2,bigscience/bloomz-560m,squad
45,2,bigscience/bloomz-560m,squad
45,2,bigscience/bloomz-560m,squad
48,2,bigscience/bloomz-560m,squad
44,2,bigscience/bloomz-560m,squad
48,1,bigscience/bloomz-560m,squad
49,2,bigscience/bloomz-560m,squad
110,2,bigscience/bloomz-560m,squad
102,1,bigscience/bloomz-560m,squad
106,3,bigscience/bloomz-560m,squad
109,4,bigscience/bloomz-560m,squad
106,3,bigscience/bloomz-560m,squad
105,1,bigscience/bloomz-560m,squad
110,1,bigscience/bloomz-560m,squad
111,4,bigscience/bloomz-560m,squad
104,2,bigscience/bloomz-560m,squad
113,1,bigscience/bloomz-560m,squad
104,4,bigscience/bloomz-560m,squad
113,2,bigscience/bloomz-560m,squad
132,1,bigscience/bloomz-560m,squad
139,2,bigscience/bloomz-560m,squad
136,1,bigscience/bloomz-560m,squad
133,2,bigscience/bloomz-560m,squad
137,2,bigscience/bloomz-560m,squad
136,1,bigscience/bloomz-560m,squad
135,2,bigscience/bloomz-560m,squad
141,2,bigscience/bloomz-560m,squad
141,2,bigscience/bloomz-560m,squad
132,1,bigscience/bloomz-560m,squad
140,2,bigscience/bloomz-560m,squad
