Input,Output,model,dataset
118,2,bigscience/bloomz-560m,Squad_2_
192,3,bigscience/bloomz-560m,Squad_2_
188,3,bigscience/bloomz-560m,Squad_2_
182,1,bigscience/bloomz-560m,Squad_2_
184,2,bigscience/bloomz-560m,Squad_2_
192,3,bigscience/bloomz-560m,Squad_2_
184,4,bigscience/bloomz-560m,Squad_2_
185,3,bigscience/bloomz-560m,Squad_2_
184,1,bigscience/bloomz-560m,Squad_2_
192,13,bigscience/bloomz-560m,Squad_2_
180,3,bigscience/bloomz-560m,Squad_2_
75,3,bigscience/bloomz-560m,Squad_2_
71,5,bigscience/bloomz-560m,Squad_2_
80,1,bigscience/bloomz-560m,Squad_2_
79,2,bigscience/bloomz-560m,Squad_2_
74,4,bigscience/bloomz-560m,Squad_2_
73,4,bigscience/bloomz-560m,Squad_2_
77,7,bigscience/bloomz-560m,Squad_2_
77,1,bigscience/bloomz-560m,Squad_2_
47,2,bigscience/bloomz-560m,Squad_2_
44,1,bigscience/bloomz-560m,Squad_2_
51,1,bigscience/bloomz-560m,Squad_2_
44,2,bigscience/bloomz-560m,Squad_2_
47,2,bigscience/bloomz-560m,Squad_2_
45,1,bigscience/bloomz-560m,Squad_2_
49,1,bigscience/bloomz-560m,Squad_2_
143,2,bigscience/bloomz-560m,Squad_2_
143,1,bigscience/bloomz-560m,Squad_2_
146,3,bigscience/bloomz-560m,Squad_2_
147,2,bigscience/bloomz-560m,Squad_2_
152,1,bigscience/bloomz-560m,Squad_2_
145,2,bigscience/bloomz-560m,Squad_2_
145,1,bigscience/bloomz-560m,Squad_2_
143,2,bigscience/bloomz-560m,Squad_2_
137,2,bigscience/bloomz-560m,Squad_2_
146,2,bigscience/bloomz-560m,Squad_2_
56,1,bigscience/bloomz-560m,Squad_2_
55,1,bigscience/bloomz-560m,Squad_2_
58,1,bigscience/bloomz-560m,Squad_2_
56,2,bigscience/bloomz-560m,Squad_2_
57,3,bigscience/bloomz-560m,Squad_2_
55,1,bigscience/bloomz-560m,Squad_2_
56,1,bigscience/bloomz-560m,Squad_2_
93,3,bigscience/bloomz-560m,Squad_2_
91,1,bigscience/bloomz-560m,Squad_2_
95,1,bigscience/bloomz-560m,Squad_2_
91,1,bigscience/bloomz-560m,Squad_2_
91,1,bigscience/bloomz-560m,Squad_2_
86,3,bigscience/bloomz-560m,Squad_2_
87,3,bigscience/bloomz-560m,Squad_2_
86,1,bigscience/bloomz-560m,Squad_2_
87,1,bigscience/bloomz-560m,Squad_2_
88,3,bigscience/bloomz-560m,Squad_2_
173,3,bigscience/bloomz-560m,Squad_2_
158,1,bigscience/bloomz-560m,Squad_2_
161,5,bigscience/bloomz-560m,Squad_2_
158,4,bigscience/bloomz-560m,Squad_2_
174,1,bigscience/bloomz-560m,Squad_2_
174,3,bigscience/bloomz-560m,Squad_2_
158,3,bigscience/bloomz-560m,Squad_2_
156,1,bigscience/bloomz-560m,Squad_2_
165,3,bigscience/bloomz-560m,Squad_2_
175,1,bigscience/bloomz-560m,Squad_2_
66,5,bigscience/bloomz-560m,Squad_2_
68,3,bigscience/bloomz-560m,Squad_2_
68,1,bigscience/bloomz-560m,Squad_2_
69,5,bigscience/bloomz-560m,Squad_2_
69,6,bigscience/bloomz-560m,Squad_2_
63,5,bigscience/bloomz-560m,Squad_2_
63,5,bigscience/bloomz-560m,Squad_2_
124,1,bigscience/bloomz-560m,Squad_2_
124,2,bigscience/bloomz-560m,Squad_2_
138,3,bigscience/bloomz-560m,Squad_2_
124,1,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
124,2,bigscience/bloomz-560m,Squad_2_
126,1,bigscience/bloomz-560m,Squad_2_
131,1,bigscience/bloomz-560m,Squad_2_
122,1,bigscience/bloomz-560m,Squad_2_
106,2,bigscience/bloomz-560m,Squad_2_
108,1,bigscience/bloomz-560m,Squad_2_
107,2,bigscience/bloomz-560m,Squad_2_
119,2,bigscience/bloomz-560m,Squad_2_
110,1,bigscience/bloomz-560m,Squad_2_
105,2,bigscience/bloomz-560m,Squad_2_
104,2,bigscience/bloomz-560m,Squad_2_
108,1,bigscience/bloomz-560m,Squad_2_
120,2,bigscience/bloomz-560m,Squad_2_
103,1,bigscience/bloomz-560m,Squad_2_
118,3,bigscience/bloomz-560m,Squad_2_
128,8,bigscience/bloomz-560m,Squad_2_
123,5,bigscience/bloomz-560m,Squad_2_
126,1,bigscience/bloomz-560m,Squad_2_
120,5,bigscience/bloomz-560m,Squad_2_
128,8,bigscience/bloomz-560m,Squad_2_
118,8,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
179,1,bigscience/bloomz-560m,Squad_2_
179,1,bigscience/bloomz-560m,Squad_2_
193,1,bigscience/bloomz-560m,Squad_2_
183,1,bigscience/bloomz-560m,Squad_2_
178,1,bigscience/bloomz-560m,Squad_2_
172,4,bigscience/bloomz-560m,Squad_2_
176,6,bigscience/bloomz-560m,Squad_2_
177,1,bigscience/bloomz-560m,Squad_2_
116,1,bigscience/bloomz-560m,Squad_2_
123,2,bigscience/bloomz-560m,Squad_2_
116,1,bigscience/bloomz-560m,Squad_2_
118,4,bigscience/bloomz-560m,Squad_2_
122,1,bigscience/bloomz-560m,Squad_2_
121,4,bigscience/bloomz-560m,Squad_2_
110,3,bigscience/bloomz-560m,Squad_2_
117,1,bigscience/bloomz-560m,Squad_2_
118,4,bigscience/bloomz-560m,Squad_2_
121,5,bigscience/bloomz-560m,Squad_2_
132,3,bigscience/bloomz-560m,Squad_2_
128,10,bigscience/bloomz-560m,Squad_2_
123,3,bigscience/bloomz-560m,Squad_2_
125,13,bigscience/bloomz-560m,Squad_2_
126,3,bigscience/bloomz-560m,Squad_2_
128,5,bigscience/bloomz-560m,Squad_2_
125,5,bigscience/bloomz-560m,Squad_2_
128,1,bigscience/bloomz-560m,Squad_2_
93,1,bigscience/bloomz-560m,Squad_2_
91,3,bigscience/bloomz-560m,Squad_2_
97,3,bigscience/bloomz-560m,Squad_2_
97,1,bigscience/bloomz-560m,Squad_2_
91,3,bigscience/bloomz-560m,Squad_2_
96,3,bigscience/bloomz-560m,Squad_2_
90,12,bigscience/bloomz-560m,Squad_2_
138,2,bigscience/bloomz-560m,Squad_2_
142,1,bigscience/bloomz-560m,Squad_2_
137,1,bigscience/bloomz-560m,Squad_2_
139,1,bigscience/bloomz-560m,Squad_2_
146,2,bigscience/bloomz-560m,Squad_2_
132,4,bigscience/bloomz-560m,Squad_2_
138,2,bigscience/bloomz-560m,Squad_2_
134,2,bigscience/bloomz-560m,Squad_2_
136,1,bigscience/bloomz-560m,Squad_2_
136,1,bigscience/bloomz-560m,Squad_2_
174,3,bigscience/bloomz-560m,Squad_2_
186,1,bigscience/bloomz-560m,Squad_2_
179,2,bigscience/bloomz-560m,Squad_2_
177,5,bigscience/bloomz-560m,Squad_2_
171,13,bigscience/bloomz-560m,Squad_2_
175,3,bigscience/bloomz-560m,Squad_2_
180,13,bigscience/bloomz-560m,Squad_2_
179,10,bigscience/bloomz-560m,Squad_2_
179,5,bigscience/bloomz-560m,Squad_2_
119,1,bigscience/bloomz-560m,Squad_2_
122,1,bigscience/bloomz-560m,Squad_2_
120,1,bigscience/bloomz-560m,Squad_2_
121,1,bigscience/bloomz-560m,Squad_2_
119,1,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
119,1,bigscience/bloomz-560m,Squad_2_
120,1,bigscience/bloomz-560m,Squad_2_
116,8,bigscience/bloomz-560m,Squad_2_
81,1,bigscience/bloomz-560m,Squad_2_
82,1,bigscience/bloomz-560m,Squad_2_
83,2,bigscience/bloomz-560m,Squad_2_
88,2,bigscience/bloomz-560m,Squad_2_
80,1,bigscience/bloomz-560m,Squad_2_
82,1,bigscience/bloomz-560m,Squad_2_
84,2,bigscience/bloomz-560m,Squad_2_
89,1,bigscience/bloomz-560m,Squad_2_
76,1,bigscience/bloomz-560m,Squad_2_
80,2,bigscience/bloomz-560m,Squad_2_
83,3,bigscience/bloomz-560m,Squad_2_
74,3,bigscience/bloomz-560m,Squad_2_
87,2,bigscience/bloomz-560m,Squad_2_
77,1,bigscience/bloomz-560m,Squad_2_
78,2,bigscience/bloomz-560m,Squad_2_
85,3,bigscience/bloomz-560m,Squad_2_
74,3,bigscience/bloomz-560m,Squad_2_
84,2,bigscience/bloomz-560m,Squad_2_
260,1,bigscience/bloomz-560m,Squad_2_
260,2,bigscience/bloomz-560m,Squad_2_
264,1,bigscience/bloomz-560m,Squad_2_
266,2,bigscience/bloomz-560m,Squad_2_
254,1,bigscience/bloomz-560m,Squad_2_
264,1,bigscience/bloomz-560m,Squad_2_
270,3,bigscience/bloomz-560m,Squad_2_
249,1,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
131,14,bigscience/bloomz-560m,Squad_2_
136,6,bigscience/bloomz-560m,Squad_2_
120,4,bigscience/bloomz-560m,Squad_2_
131,4,bigscience/bloomz-560m,Squad_2_
123,1,bigscience/bloomz-560m,Squad_2_
123,3,bigscience/bloomz-560m,Squad_2_
